song,text,label
Monsters slapen nooit,"Het is altijd weer een strijd: 

Of ik kies voor eenzaamheid 

Een vreemde eend in elke bijt 

Met het idee dat niemand kijkt 

Of ik klamp mijn vrienden aan 

Ga in hun licht of schaduw staan 

Ik heb alles al gedaan 

Maar de twijfel blijft bestaan 



Mijn slaap vol boze dromen 

Elke nacht was veel te lang 

Maar al mijn geesten en demonen 

Maken mij niet langer bang 



Monsters slapen nooit 

Dus ik ga gewoon naar bed 

Monsters slapen nooit 

Ik heb de wekker niet gezet 

Want ze maken mij wel wakker 



Het is altijd een gevecht 

Of je opkomt voor je recht 

Of dat je klaagt maar toch niet echt 

Iets doet aan wat er wordt gezegd 

Er is altijd iemand die 

Je het gevoel geeft dat je niet 

De moeite waard bent of zoiets 

Dat zijn de monsters die je ziet 



Mijn slaap vol boze dromen 

Elke nacht was veel te lang 

Maar al mijn geesten en demonen 

Maken mij niet langer bang 



Monsters slapen nooit 

Dus ik ga gewoon naar bed 

Monsters slapen nooit 

Ik heb de wekker niet gezet 

Want ze maken me wel wakker 

 

Monsters slapen nooit 

Dus ik ga gewoon naar bed 

Monsters slapen nooit 

Ik heb de wekker niet gezet 

Want zij maken mij wel wakker",blof
Wijd open,"Jij was lang alleen

Maar ik wacht niet langer

Tot er iemand anders bij je komt



De nachten zijn zo stil

Soms blijft de geest er hangen

Ik blijf bij je tot de zon op komt

Hey!



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar



Wees niet langer bang

Blijf niet langer vluchten

Nee, wacht niet tot je bij me komt



Dit is een nieuwe morgen

Een blauw met roze lucht

Ik blijf bij je tot de zon opkomt

Hey!



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar



Wijd open, ik sta

Wijd open, ik sta

Wijd open, ik sta



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar",blof
Alles moet weg,"Ik kan me niet bewegen 

M'n huis barst uit elkaar 

Zo verzamelwoedend 

En nergens ooit mee klaar 

 

Ik kan er niet mee doen 

Al die ouwe troep 

Gooi het overboord 

Zet het aan de stoep 

Bewaar niets meer van toen 

Niets meer aan te doen 

 

Alles moet weg, alles moet weg 

Alles moet weg, alles moet weg 

 

Ik kan er niet meer tegen 

Want m'n hoofd barst uit elkaar 

De rotzooi van mijn zolder 

Weegt op m'n hart te zwaar 

 

Ik kan er niets mee doen 

Al die ouwe troep 

Gooi het overboord 

Zet het aan de stoep 

Bewaar niets meer van toen 

Niets meer aan te doen 

 

Alles moet weg, alles moet weg 

Alles moet weg, alles moet weg 

Alles moet weg, alles moet weg 

Alles moet weg, alles moet weg 

 

Dozen vol van vroeger 

Dozen vol van pijn 

Dozen van wroeging 

Maar dat hoeft niet zo te zijn 

 

Alles moet weg, alles moet weg 

Alles moet weg, alles moet weg 

Alles moet weg, alles moet weg 

Alles moet weg, alles moet weg 

Alles moet weg !",blof
Het Geeft Niet,"M'n mouwen vol azen

En dwaze boeketten

En doekjes bedoeld tegen al te veel bloeden

Nu het mes aan twee kanten alsmaar zijn werk doet..

En ik langzaam doodga..



Het geeft niet, zolang het maar pijnloos is

Het geeft niet, zolang het maar rust brengt

Het geeft niet, zolang ik maar weet

Dat jij bij mij zult zijn

Het geeft niet, het geeft niet

Nu ik mezelf niet helpen kan

Het bloeden niet stelpen kan

Nu de ader zo bloot ligt

Dat iedereen ziet dat die man daar aan tafel

Het eind van de dag niet halen zal



Het geeft niet, zolang het maar pijnloos is

Het geeft niet, zolang het maar rust brengt

Het geeft niet, zolang ik maar weet

Dat jij bij mij zult zijn

Het geeft niet, het geeft niet



M'n mouwen vol grappen

Goedkoop maar wel komisch

En heel goed te leren voor wie wat geduld heeft...

Ik schud me nu leeg, ik wil alles kwijt

want het zit in de weg en ik heb niet veel tijd....





Het geeft niet, zolang het maar pijnloos is

Het geeft niet, zolang het maar rust brengt

Het geeft niet, zolang ik maar weet

Dat jij bij mij zult zij 

Het geeft niet, het geeft niet



Het geeft niet, zolang het maar pijnloos is

Het geeft niet, zolang het maar rust brengt

Het geeft niet, zolang ik maar weet

Dat jij bij mij zult zij 

Het geeft niet, het geeft niet



Greetz Klaasio",blof
Buit,"Neem geen genoegen met een antwoord 

Neem geen genoegen met wat geldt 

Neem geen genoegen met de wereld 

Neem geen genoegen met geweld 

 

Zonder plannen voor de toekomst 

Door het heden geregeerd 

Staan we boven ons verleden 

Worden door ons vuur verteerd 

 

Ik heb je lief 

Voor jou geen ander 

 

Laten wij de buit verdelen 

Deze nacht 

Die kan niet het daglicht velen 

Want we zijn zonder meer verdacht 

 

Staan we roerloos in het donker 

Ruiken overal gevaar 

In gedachten diep verzonken 

Staan we roerloos naast elkaar 

 

Neem niet aan wat ze je geven 

Neem geen genoegen met wat geld 

Neem geen genoegen met je leven 

Als je niet krijgt wat je bestelt 

 

Ik heb je lief 

Voor jou geen ander 

 

Laten wij de buit verdelen 

Deze nacht 

Die kan niet het daglicht velen 

Want we zijn zonder meer verdacht 

 

Staan we naakt onder de hemel 

Dreigt er levensgroot gevaar 

Denk aan ons verbond voor eeuwig 

Als we weggaan bij elkaar 

 

Ik heb je lief 

Voor jou geen ander 

 

Laten wij de buit verdelen 

Deze nacht 

Die kan niet het daglicht velen 

Want we zijn zonder meer verdacht 

 

Ik heb je lief!",blof
Neer,"Wat ze zegt is prachtig

Blij je weer te zien

Maar ik heb niets meer te zeggen

Dus nou, tot ziens, misschien

En ik voel m'n ogen branden

Sla ze snel maar neer

Ze glijdt me zo uit handen

Voor de allerlaatste keer



refr.:

    Neer, we gaan neer

    Neer, we gaan neer

    En deze keer

    Niet bij nacht

    Niet bij ontij

    Of slecht weer

    We gaan neer

    Neer, we gaan neer



Wat ze zegt is prachtig

Ik spreek niet meer zo veel

Wat ik nog wil zeggen

Stokt me in de keel

En ik wil nog wel iets moois doen

Dus ik doe m'n ogen dicht

Ik denk aan haar gedachten

En ik denk aan haar gezicht



refr.



Neer, we gaan neer

Neer, we gaan neer

En deze keer

Niet bij nacht

Niet bij ontij

Of slecht weer

Neer, we gaan neer",blof
Ondanks jezelf,"Je komt weer bij me langs 

Je komt weer aan mijn deur 

Je komt me weer vertellen 

Wat er is gebeurd

Onder ons gezegd 

Onder ons gezwegen 

 

Je komt weer bij me langs 

Midden in de nacht 

Je komt me weer vertellen 

Wat je hebt bedacht 

Onder ons gezegd 

En onder ons gezwegen 

Ik kom je steeds weer tegen 

En je komt steeds hier terecht 

 

Ondanks jezelf, ondanks jezelf 

Kom je steeds weer terug 

En ondanks jezelf, ondanks jezelf 

kom je steeds weer terug 

Maar nooit voor lang 

 

Je komt weer bij me langs 

Maar je hooirt jniet wat ik zeg 

Je komt weer met me drinken 

Maar je wilt ook snel weer weg 

Onder ons gedaan 

En onder ons gelaten 

Ik hoor je zo graag praten 

En ik zie je niet graag gaan 

 

Ondanks jezelf, ondanks jezelf 

Kom je steeds weer terug 

En ondanks jezelf, ondanks jezelf 

kom je steeds weer terug 

Maar nooit voor lang 

 

Als ik voel: je komt eraan 

Dan weet ik al, je zal weer gaan 

Nergens heen, nergens vandaan 

 

Ondanks jezelf, ondanks jezelf 

Kom je steeds weer terug 

En ondanks jezelf, ondanks jezelf 

kom je steeds weer terug 

Maar nooit voor lang",blof
Verkeerd gedeeld,"Hartenvrouw wacht ergens in het spel 

De deler deelt, en neemt een sigaret 

De kans niet meer gelijk, 

de hoop op winst nog wel 

Doelgericht wordt alles ingezet 

 

Hartenvrouw valt zachtjes neer voor mij 

De deler lacht, hij weet wat ik nu denk 

Ze ligt daar mooi, maar ik kan er niet bij 

Ik ben bang dat ze naar een ander wenkt 

 

Want het moet komen, het moet gaan 

Eens moet het gebeuren, 

't is nu of nooit gedaan 

BlOF is keihard nodig, 

want het spel wordt hoog gespeeld 

De kaarten zijn gewoon... 

 

Schoppenheer start dodelijk neer voor mij 

De deler blaast, z'n hoofd gaat op in rook 

Het is teveel, het is voorbij 

Teveel, het kan er niet meer bij 

Het geld is op - de sigaretten ook 

 

Want het moet komen, het moet gaan 

Eens moet het gebeuren 

't is nu of nooit gedaan 

BLOF is keihard nodig, 

want het spel wordt hoog gespeeld 

De kaarten zijn gewoon verkeerd gedeeld 

De kaarten zijn gewoon verkeerd gedeeld 

De kaarten zijn gewoon verkeerd gedeeld 

De kaarten zijn gewoon verkeerd gedeeld 

 

Hartenvrouw valt zachtjes neer voor mij 

Ze ligt daar mooi, maar ik kan er niet bij 

 

Want het moet komen, het moet gaan 

Eens moet het gebeuren 

't is nu of nooit gedaan 

BLOF is keihard nodig, 

want het spel wordt hoog gespeeld 

De kaarten zijn gewoon verkeerd gedeeld 

De kaarten zijn gewoon verkeerd gedeeld 

De kaarten zijn gewoon verkeerd gedeeld 

De kaarten zijn gewoon verkeerd gedeeld",blof
Duizend keer,"Loop langzaam van me weg 

Met een trots gerechte rug 

Loop langzaam van me weg 

Je weet, je komt hier nooit meer terug 

Loop langzaam van me weg 

Want vandaag gaat het niet meer 

 

Duizend keer 

hangt wat we doen af van het weer 

Duizend keer is veel te veel 

Dus doe het niet meer 

 

Loop langzaam van me weg 

Maar vergeet niet wie we zijn 

Loop langzaam van me weg 

Bewaar de liefde en de pijn 

Loop langzaam van me weg 

Doe het nu en denk niet meer 

 

Duizend keer 

hangt wat we doen af van het weer 

Duizend keer 

Is veel te veel 

Dus doe het niet meer 

 

Loop langzaam van me weg 

Want vandaag gaat het niet meer 

Loop langzaam van me weg 

Doe het nu en denk niet meer 

 

Duizend keer 

hangt wat we doen af van het weer 

Duizend keer 

Is veel te veel 

Dus doe het niet meer 

 

Duizend keer 

hangt wat we doen af van het weer 

Duizend keer 

Is veel te veel 

Dus doe het niet meer",blof
Op handen,"Schimmel aan de muren, 

de scheur in het plafond 

Ruzie bij de buren, 

de geur van nat karton 

De dozen legen flessen, 

de stapels vuile was 

Gebruikte koffiefilters, 

en een stinkende matras 

 

Angstig liggen zweten, 

m'n lakens zijn doordrenkt 

En steeds maar willen weten 

of jij nu aan me denkt 

Maanden doorgeslapen, 

nergens heen gewild 

Koortsig liggen woelen 

en m'n honger niet gestild 

 

Maar er is iets op handen 

Er ruist iets in de lucht 

Ik zie nog geen verbanden 

Maar ik voel een warme zucht 

 

De platen uit de hoezen, 

de boeken uit de kast 

De huiverende roezen, 

want de verwarmingsknop zat vast 

De uitgeslagen wasbak 

van pissen 's morgens vroeg 

En de nooit geleegde asbak, 

gestolen uit de kroeg 

 

De pleebril is gebroken 

ik ben er op gaan staan 

Ik wilde me verhangen 

toen jij was weggegaan 

Maar het touw was niet zo stevig, 

dus ik heb het niet gehaald 

En het gas was afgesloten 

want ik had niet betaald 

 

Maar er is iets op handen 

Er ruist iets in de lucht 

Ik zie nog geen verbanden 

Maar ik voel een warme zucht 

 

Ik draag jou steeds op handen 

Je bent m'n stil gerucht 

Ik droom van verre landen 

Samen op de vlucht",blof
Duister,"kus me in de drukte 

waar geen mens ons ooit herkent 

maar de vreemde die je bent 

maakt dat elke kus mislukt 

dus ontmoet me in het duister 

waar geen schaduw ons verraadt 

maar voeg het woord niet bij de daad 

omdat er altijd iemand luistert 

en ik fluister niet, ik praat 

je weet, ik fluister niet 

ik praat. 

ontmoet me in het licht 

waar geen enkel oog ons schaadt 

waar het om twee mensen gaat 

aan hun liefdesbed gekluisterd 

dus kus me in de drukte 

waar de wereld ons bekijkt 

de geliefde die je blijkt 

wist al dat die blik mislukte 

en ik fluister niet, ik praat 

je weet, ik fluister niet 

ik praat..",blof
Was je maar hier,"Zonder iets te zeggen 

Maar met een groot gevoel 

Trek ik de deur dicht achter mijn gedachten 

Zonder iets te hopen 

Laat ik de boel de boel 

Laat voortaan alles op me wachten 

 

De klok verslikt zich in mijn ritme 

Het ritme van mijn hart is wild en uit de maat 

 

Wat een leven, wat een leven! 

En wat ermee te doen? 

Het voelt als wachten op een wonder 

Wat een leven, wat een leven! 

 

Is het blof dat ik je zoen? 

Of kan ik gewoon niet langer zonder? 

 

Soms zijn we vreemden 

Soms ook geliefden van elkaar 

 

Zonder mooie woorden 

Maar met een groot gevoel 

Lach je me toe en je neemt mijn lot in handen 

En zonder na te denken 

Weet jij wat ik bedoel 

Ik voel het heilig vuur spontaan ontbranden 

 

De klok verslikt zich in mijn ritme 

Het ritme van mijn hart is wild en uit de maat 

 

Wat een leven, wat een leven! 

En wat ermee te doen? 

Het voelt als wachten op een wonder 

Wat een leven, wat een leven! 

Is het blof dat ik je zoen? 

Of kan ik gewoon niet langer zonder? 

 

Soms zijn we vreemden 

Soms ook geliefden van elkaar 

 

Wat een leven, wat een leven! 

En wat ermee te doen? 

Het voelt als wachten op een wonder 

Wat een leven, wat een leven! 

Is het blof dat ik je zoen? 

Of kan ik gewoon niet langer zonder? 

 

Soms zijn we vreemden 

Soms ook geliefden van elkaar",blof
Zoutelande,"Niets is beter dan met jou de kou trotseren

Er zijn mensen die naar warme landen emigreren

Maar we hebben geen geld in onze koude handen

Dus we gaan maar  naar je ouders in Zoutelande

In Zoutelande



En dan zitten we hier in het oude strandhuis

Wat je vertelt houdt me nuchter en warm

Boven mijn hoofd zie ik de grijze wolken

Ik ben blij dat je hier bent

Blij dat je hier bent



Wij zitten hier in het gammele strandhuis

Het maakte me toch al nooit uit waar we waren

We verzuipen onszelf in de drank van je vader

Ik ben blij dat je hier bent

Blij dat je hier bent



Niets is mooier dan met jou het land doorkruisen

Op mistroostige plekken je bij me te hebben

En te zien dat het goed is

Te zien dat we bruisen

En met wodka en met bokking

Tussen reddingsbanden

Ahaaaa...



En dan zitten we hier in het oude strandhuis

Wat je vertelt houdt me nuchter en warm

Boven mijn hoofd zie ik de grijze wolken

Ik ben blij dat je hier bent

Blij dat je hier bent



Wij zitten hier in het gammele strandhuis

Het maakte me toch al nooit uit waar we waren

We verzuipen onszelf in de drank van je vader

Ik ben blij dat je hier bent

Blij dat je hier bent



Ik ben blij dat je hier bent (4x)



En dan zitten we hier in het oude strandhuis

Wat je vertelt houdt me nuchter en warm

Boven mijn hoofd zie ik de grijze wolken

Ik ben blij dat je hier bent

Blij dat je hier bent



Ik ben blij dat je hier bent (3x)





Wij zitten hier in het gammele strandhuis

Het maakte me toch al nooit uit waar we waren

We verzuipen onszelf in de drank van je vader

Ik ben blij dat je hier bent

Blij dat je hier bent



In Zoutelande (3x)",blof
Laag Bij De Grond,"Blí¸f  Laag Bij De Grond



We willen omhoog

We willen zien waar we zijn

En wat er van ons is

We willen omhoog

Waar de lucht soms nog schoon is

En de zon altijd schijnt



We willen omhoog

We willen zicht op het goede

Weg uit het vuur en de rook

We moeten omhoog

Wie schuld heeft moet boeten

En wie geen schuld heeft ook



Laag bij de grond

Waar de engelen vallen

En waar volkeren opstaan

Laag bij de grond

Waar we vrijen en vechten

Waar we bloeden en doodgaan



We willen omhoog

We willen zien waar we zijn

Als straks alles omgaat

We willen omhoog

Voordat het te laat is 

En de zon straks verdwijnt



We willen omhoog

Maar iets houdt ons tegen

Draait ons een arm op de rug

We moeten omhoog

Eén elleboog over

Niemand wil terug



Laag bij de grond

Waar de engelen vallen

En waar volkeren opstaan

Laag bij de grond

Waar we vrijen en vechten

Waar we bloeden en doodgaan



Laag bij de grond

Waar de engelen vallen

En waar volkeren opstaan

Laag bij de grond

Waar we vrijen en vechten

Waar we bloeden en doodgaan



Laag bij de grond

Waar de engelen vallen

En waar volkeren opstaan

Laag bij de grond

Waar we vrijen en vechten

Waar we bloeden en doodgaan",blof
Dit lied,"Ik zing je uitgewoonde woorden

In een ongeschikte taal

Ik speel tweedehands akkoorden

Want ik steel ze allemaal



Ik verf een afgeleefde wereld

Een ingestorte stad

Ik schilder daar de bomen

Die ze nooit hebben gehad



refr.:

    Dit lied is als een bouwval

    Als een afgebroken brug

    Als een omgevallen toren

    Naar de hemel en weer terug

    Dit lied

    Dit lied komt altijd terug



Ik woon in uitgewoonde zinnen

Als in een onbewoonbaar huis

Leef ik buiten, leef ik binnen

Maar ik ben nergens anders thuis



Ik spreek in uitgedroogde tongen

Ik spreek voor allen en voor een

Want zelfs met hese stem bezongen

Is geen mens toch echt alleen



refr.



Dit lied

Dit lied komt altijd terug",blof
